"","IV","variable","n","mean","sd","share_above_td_threshold","share_above_rw_threshold","perc_misrep_td_threshold","perc_misrep_rw_threshold","data_type"
"1","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 0
contacten_onderwerp_boolean_documenttype__overeenkomst_: 0
","Ja",7321,0.51,0.151,0.122524245321677,0.329326594727496,2.25242453216774,22.9326594727496,"real"
"2","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 1
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",2662,0.483,0.153,0.0882794891059354,0.26671675432006,-1.17205108940646,16.671675432006,"real"
"3","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 10
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",6,0.462,0.164,0.166666666666667,0.166666666666667,6.66666666666667,6.66666666666667,"real"
"4","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 11
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",2,0.493,0.336,0.5,0.5,40,40,"real"
"5","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 12
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",6,0.566,0.134,0.166666666666667,0.5,6.66666666666667,40,"real"
"6","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 13
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",2,0.452,0.049,0,0,-10,-10,"real"
"7","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 14
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",1,0.756,NA,1,1,90,90,"real"
"8","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 15
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",1,0.774,NA,1,1,90,90,"real"
"9","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 2
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",1344,0.452,0.146,0.0520833333333333,0.18452380952381,-4.79166666666667,8.45238095238095,"real"
"10","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 3
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",721,0.435,0.145,0.0443828016643551,0.158113730929265,-5.56171983356449,5.81137309292649,"real"
"11","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 4
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",323,0.413,0.149,0.0402476780185759,0.13312693498452,-5.97523219814242,3.31269349845201,"real"
"12","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 5
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",161,0.398,0.134,0.031055900621118,0.0993788819875776,-6.8944099378882,-0.0621118012422373,"real"
"13","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 6
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",56,0.403,0.18,0.0892857142857143,0.178571428571429,-1.07142857142857,7.85714285714286,"real"
"14","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 7
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",27,0.375,0.152,0.0740740740740741,0.111111111111111,-2.59259259259259,1.11111111111111,"real"
"15","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 8
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",9,0.46,0.185,0.111111111111111,0.333333333333333,1.11111111111111,23.3333333333333,"real"
"16","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 9
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",3,0.423,0.15,0,0.333333333333333,-10,23.3333333333333,"real"
"17","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 0
contacten_onderwerp_boolean_documenttype__overeenkomst_: 0
","Ja",12645,0.492,0.152,0.101146698299723,0.286595492289442,0.114669829972321,18.6595492289442,"real_conditional"
"18","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 1
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.491,0.152,0.0992487149070779,0.283115856069593,-0.0751285092922119,18.3115856069593,"real_conditional"
"19","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 10
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"20","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 11
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"21","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 12
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"22","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 13
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"23","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 14
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"24","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 15
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"25","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 2
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.485,0.153,0.0944246737841044,0.271727955713721,-0.557532621589561,17.1727955713721,"real_conditional"
"26","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 3
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.481,0.152,0.090707789640174,0.262870699881376,-0.929221035982603,16.2870699881376,"real_conditional"
"27","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 4
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"28","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 5
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"29","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 6
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"30","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 7
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"31","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 8
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"32","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 9
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12645,0.467,0.15,0.0731514432582048,0.230051403716884,-2.68485567417952,13.0051403716884,"real_conditional"
"33","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 0
contacten_onderwerp_boolean_documenttype__overeenkomst_: 0
","Ja",2836,0.632,0.083,0.156205923836389,0.733074753173484,5.62059238363893,63.3074753173484,"synth"
"34","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 1
contacten_onderwerp_boolean_documenttype__overeenkomst_: 0
","Ja",3848,0.616,0.084,0.102650727650728,0.670218295218295,0.265072765072764,57.0218295218295,"synth"
"35","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 1
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",1402,0.613,0.083,0.0991440798858773,0.634094151212554,-0.0855920114122694,53.4094151212554,"synth"
"36","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 2
contacten_onderwerp_boolean_documenttype__overeenkomst_: 0
","Ja",56,0.604,0.079,0.107142857142857,0.571428571428571,0.714285714285713,47.1428571428571,"synth"
"37","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 2
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",3038,0.602,0.086,0.0773535220539829,0.600065832784727,-2.26464779460171,50.0065832784727,"synth"
"38","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 3
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",1135,0.585,0.083,0.0370044052863436,0.508370044052863,-6.29955947136564,40.8370044052864,"synth"
"39","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 4
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",279,0.561,0.083,0.017921146953405,0.383512544802867,-8.2078853046595,28.3512544802867,"synth"
"40","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 5
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",46,0.558,0.086,0,0.478260869565217,-10,37.8260869565217,"synth"
"41","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 6
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",4,0.543,0.086,0,0.25,-10,15,"synth"
"42","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 7
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",1,0.379,NA,0,0,-10,-10,"synth"
"43","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 0
contacten_onderwerp_boolean_documenttype__overeenkomst_: 0
","Ja",12508,0.616,0.084,0.105052766229613,0.656939558682443,0.505276622961304,55.6939558682443,"synth_conditional"
"44","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 1
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12508,0.614,0.084,0.102494403581708,0.651582986888391,0.24944035817077,55.1582986888391,"synth_conditional"
"45","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 10
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12508,0.583,0.086,0.0424528301886792,0.510793092420851,-5.75471698113208,41.0793092420851,"synth_conditional"
"46","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 11
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12508,0.583,0.086,0.0424528301886792,0.510793092420851,-5.75471698113208,41.0793092420851,"synth_conditional"
"47","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 12
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12508,0.583,0.086,0.0424528301886792,0.510793092420851,-5.75471698113208,41.0793092420851,"synth_conditional"
"48","IV: 
contacten_onderwerp_documenttype__overeenkomst_: 13
contacten_onderwerp_boolean_documenttype__overeenkomst_: 1
","Ja",12508,0.583,0.086,0.0424528301886792,0.510793092420851,-5.75471698113208,41.0793092420851,"synth_conditional"
