"","IV","variable","n","mean","sd","share_above_td_threshold","share_above_rw_threshold","perc_misrep_td_threshold","perc_misrep_rw_threshold","data_type"
"1","IV: 
pla_einde_doelstelling_bereikt: 0
","Ja",8413,0.508,0.152,0.118744799714727,0.322952573398312,1.87447997147272,22.2952573398312,"real"
"2","IV: 
pla_einde_doelstelling_bereikt: 1
","Ja",3124,0.459,0.148,0.0643405889884763,0.209987195902689,-3.56594110115237,10.9987195902689,"real"
"3","IV: 
pla_einde_doelstelling_bereikt: 2
","Ja",940,0.435,0.152,0.0521276595744681,0.167021276595745,-4.78723404255319,6.70212765957447,"real"
"4","IV: 
pla_einde_doelstelling_bereikt: 3
","Ja",154,0.43,0.168,0.0844155844155844,0.194805194805195,-1.55844155844156,9.48051948051948,"real"
"5","IV: 
pla_einde_doelstelling_bereikt: 4
","Ja",11,0.507,0.191,0.181818181818182,0.363636363636364,8.18181818181818,26.3636363636364,"real"
"6","IV: 
pla_einde_doelstelling_bereikt: 5
","Ja",3,0.557,0.196,0.333333333333333,0.666666666666667,23.3333333333333,56.6666666666667,"real"
"7","IV: 
pla_einde_doelstelling_bereikt: 0
","Ja",12645,0.489,0.153,0.0997232107552392,0.281613285883749,-0.0276789244760794,18.1613285883749,"real_conditional"
"8","IV: 
pla_einde_doelstelling_bereikt: 1
","Ja",12645,0.489,0.153,0.100593119810202,0.282325029655991,0.0593119810201659,18.2325029655991,"real_conditional"
"9","IV: 
pla_einde_doelstelling_bereikt: 2
","Ja",12645,0.489,0.154,0.100830367734282,0.283194938710953,0.0830367734282314,18.3194938710953,"real_conditional"
"10","IV: 
pla_einde_doelstelling_bereikt: 3
","Ja",12645,0.489,0.154,0.100830367734282,0.283194938710953,0.0830367734282314,18.3194938710953,"real_conditional"
"11","IV: 
pla_einde_doelstelling_bereikt: 4
","Ja",12645,0.489,0.154,0.100830367734282,0.283194938710953,0.0830367734282314,18.3194938710953,"real_conditional"
"12","IV: 
pla_einde_doelstelling_bereikt: 5
","Ja",12645,0.489,0.154,0.100830367734282,0.283194938710953,0.0830367734282314,18.3194938710953,"real_conditional"
"13","IV: 
pla_einde_doelstelling_bereikt: 0
","Ja",5276,0.624,0.084,0.135898407884761,0.692191053828658,3.58984078847612,59.2191053828658,"synth"
"14","IV: 
pla_einde_doelstelling_bereikt: 1
","Ja",6312,0.606,0.085,0.0819074778200253,0.618187579214195,-1.80925221799747,51.8187579214195,"synth"
"15","IV: 
pla_einde_doelstelling_bereikt: 2
","Ja",1022,0.587,0.083,0.0303326810176125,0.526418786692759,-6.96673189823875,42.6418786692759,"synth"
"16","IV: 
pla_einde_doelstelling_bereikt: 3
","Ja",35,0.573,0.087,0,0.485714285714286,-10,38.5714285714286,"synth"
"17","IV: 
pla_einde_doelstelling_bereikt: 0
","Ja",12508,0.611,0.085,0.0977774224496322,0.637591941157659,-0.222257755036777,53.7591941157659,"synth_conditional"
"18","IV: 
pla_einde_doelstelling_bereikt: 1
","Ja",12508,0.612,0.085,0.100895426926767,0.641909178125999,0.0895426926766862,54.1909178125999,"synth_conditional"
"19","IV: 
pla_einde_doelstelling_bereikt: 2
","Ja",12508,0.613,0.085,0.102414454748961,0.644307643108411,0.241445474896065,54.4307643108411,"synth_conditional"
"20","IV: 
pla_einde_doelstelling_bereikt: 3
","Ja",12508,0.613,0.085,0.102414454748961,0.644307643108411,0.241445474896065,54.4307643108411,"synth_conditional"
"21","IV: 
pla_einde_doelstelling_bereikt: 4
","Ja",12508,0.613,0.085,0.102414454748961,0.644307643108411,0.241445474896065,54.4307643108411,"synth_conditional"
"22","IV: 
pla_einde_doelstelling_bereikt: 5
","Ja",12508,0.613,0.085,0.102414454748961,0.644307643108411,0.241445474896065,54.4307643108411,"synth_conditional"
