"","IV","variable","n","mean","sd","share_above_td_threshold","share_above_rw_threshold","perc_misrep_td_threshold","perc_misrep_rw_threshold","data_type"
"1","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 0
","Ja",5772,0.505,0.151,0.115904365904366,0.309251559251559,1.59043659043659,20.9251559251559,"real"
"2","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 1
","Ja",3623,0.472,0.154,0.0844603919403809,0.248412917471709,-1.55396080596191,14.8412917471709,"real"
"3","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 10
","Ja",1,0.676,NA,0,1,-10,90,"real"
"4","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 2
","Ja",1943,0.475,0.152,0.0797735460627895,0.254246011322697,-2.02264539372105,15.4246011322697,"real"
"5","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 3
","Ja",827,0.482,0.152,0.0822249093107618,0.275695284159613,-1.77750906892382,17.5695284159613,"real"
"6","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 4
","Ja",320,0.498,0.164,0.140625,0.315625,4.0625,21.5625,"real"
"7","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 5
","Ja",99,0.508,0.154,0.131313131313131,0.333333333333333,3.13131313131313,23.3333333333333,"real"
"8","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 6
","Ja",40,0.52,0.149,0.125,0.35,2.5,25,"real"
"9","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 7
","Ja",14,0.566,0.154,0.285714285714286,0.571428571428571,18.5714285714286,47.1428571428571,"real"
"10","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 8
","Ja",5,0.465,0.14,0,0.2,-10,10,"real"
"11","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 9
","Ja",1,0.593,NA,0,1,-10,90,"real"
"12","IV: 
pla_einde_doelstelling_niet_bereikt__nieuw_trajectplan: 0
","Ja",12645,0.489,0.153,0.0997232107552392,0.281455120601028,-0.0276789244760794,18.1455120601028,"real_conditional"
